length:10 word:0110101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 4, 1: 4}, 4: {0: 5, 1: 1}, 5: {0: 2, 1: 3}}
length:10 word:0101001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 4, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 1}}
length:10 word:0010010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 1, 1: 4}, 5: {0: 2, 1: 3}}
length:12 word:010010111010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 2, 1: 3}, 5: {0: 4, 1: 4}}
length:10 word:1001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 2, 1: 4}, 5: {0: 4, 1: 2}}
length:12 word:010110010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 2, 1: 4}, 5: {0: 4, 1: 3}}
length:10 word:1010010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 4, 1: 2}, 5: {0: 2, 1: 3}}
length:12 word:010010010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 1}, 4: {0: 4, 1: 3}, 5: {0: 2, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 1, 1: 3}, 5: {0: 2, 1: 4}}
length:10 word:1001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 2, 1: 1}, 5: {0: 4, 1: 3}}
length:10 word:1001101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 2, 1: 1}, 5: {0: 4, 1: 4}}
length:11 word:10110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 2, 1: 4}, 5: {0: 4, 1: 1}}
length:10 word:1001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 4, 1: 1}, 5: {0: 2, 1: 4}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 2}, 4: {0: 5, 1: 1}, 5: {0: 2, 1: 4}}
length:10 word:0011001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 1, 1: 1}, 5: {0: 2, 1: 4}}
length:13 word:0010001001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 1, 1: 2}, 5: {0: 2, 1: 4}}
length:11 word:11011000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 1, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:1001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 2, 1: 1}, 5: {0: 4, 1: 2}}
length:11 word:01010001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 2, 1: 4}, 5: {0: 4, 1: 1}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 1}, 5: {0: 2, 1: 4}}
length:10 word:0100010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 1}, 5: {0: 4, 1: 2}}
length:10 word:0110101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 3}, 4: {0: 4, 1: 1}, 5: {0: 2, 1: 4}}
length:10 word:0010001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 1, 1: 1}, 5: {0: 2, 1: 3}}
length:11 word:00100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 1, 1: 2}, 5: {0: 2, 1: 3}}
length:12 word:010000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 1, 1: 3}, 5: {0: 2, 1: 2}}
length:10 word:1001100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 1, 1: 4}, 5: {0: 2, 1: 2}}
length:10 word:1100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 1, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:0100100110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 2, 1: 1}, 5: {0: 2, 1: 3}}
length:10 word:0100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 2, 1: 1}, 5: {0: 4, 1: 3}}
length:11 word:01001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 4, 1: 1}, 5: {0: 2, 1: 3}}
length:10 word:0101010110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 3, 1: 5}, 3: {0: 5, 1: 4}, 4: {0: 4, 1: 3}, 5: {0: 2, 1: 1}}
length:11 word:10010110010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 2}, 4: {0: 3, 1: 5}, 5: {0: 5, 1: 4}}
length:11 word:10010010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 2}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 5}}
length:11 word:10110110010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 2}, 4: {0: 5, 1: 5}, 5: {0: 3, 1: 4}}
length:10 word:1010001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 3}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 2}}
length:10 word:0100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 3}, 4: {0: 5, 1: 5}, 5: {0: 3, 1: 4}}
length:10 word:0100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 4}, 4: {0: 3, 1: 5}, 5: {0: 5, 1: 3}}
length:11 word:01001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 3, 1: 5}}
length:10 word:0100100010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 4}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 5}}
length:11 word:01001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 5}, 4: {0: 3, 1: 3}, 5: {0: 5, 1: 4}}
length:10 word:0100010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 5}, 4: {0: 3, 1: 4}, 5: {0: 4, 1: 3}}
length:11 word:01001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 5}, 4: {0: 5, 1: 3}, 5: {0: 3, 1: 4}}
length:10 word:0101010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 2, 1: 5}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 3}}
length:11 word:11011101110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 3, 1: 2}, 4: {0: 5, 1: 4}, 5: {0: 4, 1: 3}}
length:11 word:10010110010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 3, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 2}}
length:12 word:011010110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 3, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 4, 1: 2}}
length:11 word:01001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 3, 1: 4}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:0100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 3, 1: 5}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 4}}
length:12 word:011010110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 2}, 4: {0: 3, 1: 5}, 5: {0: 5, 1: 4}}
length:10 word:1001000110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 2}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 3}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 2}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 5}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 2}, 4: {0: 5, 1: 5}, 5: {0: 3, 1: 4}}
length:11 word:11011101110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 5}, 4: {0: 3, 1: 4}, 5: {0: 5, 1: 2}}
length:10 word:0100010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 4, 1: 5}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 3}}
length:10 word:1010001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 2}, 4: {0: 3, 1: 4}, 5: {0: 2, 1: 5}}
length:10 word:1101101110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 2}, 4: {0: 4, 1: 3}, 5: {0: 3, 1: 5}}
length:10 word:1011010110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 2}, 4: {0: 4, 1: 5}, 5: {0: 3, 1: 4}}
length:11 word:10010010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 4}, 5: {0: 2, 1: 2}}
length:10 word:0100100010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 4}, 5: {0: 2, 1: 4}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 4}, 5: {0: 4, 1: 2}}
length:11 word:01001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 3}, 4: {0: 3, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:1101101110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 3}, 4: {0: 4, 1: 5}, 5: {0: 3, 1: 2}}
length:12 word:010100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 3, 1: 3}}
length:11 word:10110110010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 3, 1: 3}, 5: {0: 2, 1: 2}}
length:10 word:0100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 3, 1: 3}, 5: {0: 2, 1: 5}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 3, 1: 3}, 5: {0: 4, 1: 2}}
length:11 word:01001001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 3, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:1011010110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 4}, 4: {0: 4, 1: 3}, 5: {0: 3, 1: 2}}
length:12 word:010100101010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 3, 1: 4}}
length:10 word:0101010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 5}, 4: {0: 3, 1: 4}, 5: {0: 2, 1: 3}}
length:10 word:1001000110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 1}, 3: {0: 5, 1: 5}, 4: {0: 3, 1: 4}, 5: {0: 4, 1: 2}}
length:10 word:0110001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:0010001000 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 3, 1: 4}}
length:11 word:01000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 3}}
length:11 word:10001001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 5}}
length:10 word:0101100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:0101000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 5, 1: 4}}
length:10 word:0110001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 5}, 5: {0: 2, 1: 3}}
length:10 word:1000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 3}}
length:11 word:01101001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 3}}
length:10 word:0100010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 1}, 4: {0: 3, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 3}, 4: {0: 3, 1: 5}, 5: {0: 1, 1: 4}}
length:11 word:01101001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 4}, 4: {0: 3, 1: 5}, 5: {0: 1, 1: 3}}
length:11 word:10001001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 4}, 4: {0: 3, 1: 5}, 5: {0: 1, 1: 4}}
length:10 word:0100010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 2, 1: 1}}
length:10 word:1001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 4}, 4: {0: 5, 1: 3}, 5: {0: 3, 1: 1}}
length:10 word:0110001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 1, 1: 3}}
length:10 word:0110001100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 1, 1: 4}}
length:10 word:0101100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 5}, 4: {0: 3, 1: 3}, 5: {0: 1, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 2, 1: 5}, 4: {0: 3, 1: 4}, 5: {0: 1, 1: 3}}
length:10 word:0101000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 3, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 1, 1: 3}}
length:10 word:1000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 3, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 1, 1: 3}}
length:11 word:01000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 3, 1: 5}, 4: {0: 2, 1: 3}, 5: {0: 1, 1: 4}}
length:10 word:1001010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 5, 1: 1}, 4: {0: 3, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:0010001000 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 2}, 3: {0: 5, 1: 4}, 4: {0: 2, 1: 3}, 5: {0: 1, 1: 4}}
length:11 word:00110101100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 1}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 4}}
length:11 word:00100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 1}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 5}}
length:11 word:00100101100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 1}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:0001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 2}, 4: {0: 2, 1: 4}, 5: {0: 3, 1: 5}}
length:10 word:1001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 2}, 4: {0: 2, 1: 4}, 5: {0: 5, 1: 2}}
length:13 word:0010001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 2}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 4}}
length:11 word:00100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 2}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 5}}
length:13 word:0010000100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 2}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 4}}
length:11 word:11000101100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 3}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 4}}
length:10 word:1100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 3}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 5}}
length:10 word:1100101100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 3}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 2}}
length:11 word:11101000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 4}}
length:10 word:0110011100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 4, 1: 5}, 5: {0: 5, 1: 2}}
length:10 word:1100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 5}}
length:12 word:010001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 2}}
length:10 word:1110100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 4}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:0001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 4}, 5: {0: 3, 1: 2}}
length:10 word:0110100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 4}, 5: {0: 5, 1: 2}}
length:11 word:11101000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 4}}
length:10 word:0100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 2}, 5: {0: 2, 1: 4}}
length:10 word:0101100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 2}}
length:10 word:1100100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 5}}
length:11 word:10001000100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 2}}
length:10 word:1110100100 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 1, 1: 5}, 4: {0: 5, 1: 5}, 5: {0: 2, 1: 4}}
length:10 word:1101100110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 2, 1: 1}, 4: {0: 2, 1: 5}, 5: {0: 5, 1: 2}}
length:10 word:0101010110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 2, 1: 1}, 4: {0: 3, 1: 5}, 5: {0: 5, 1: 4}}
length:10 word:1010001010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 2, 1: 1}, 4: {0: 5, 1: 2}, 5: {0: 3, 1: 5}}
length:10 word:0110110110 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 2, 1: 1}, 4: {0: 5, 1: 4}, 5: {0: 2, 1: 2}}
length:11 word:10110010010 config:{0: {0: 0, 1: 0}, 1: {0: 0, 1: 2}, 2: {0: 4, 1: 3}, 3: {0: 2, 1: 1}, 4: {0: 5, 1: 4}, 5: {0: 3, 1: 2}}
